description,id_iaps,valence_mean,valence_standard_deviation,arousal_mean,arousal_standard_deviation,dominance_1_mean,dominance_1_standard_deviation,dominance_2_mean,dominance_2_standard_deviation,set_id
Police,6840,3.6299999999999999,2.04,5.9500000000000002,1.8999999999999999,4.7199999999999998,2.21,,,12
Police,6838,2.4500000000000002,1.4399999999999999,5.7999999999999998,2.0899999999999999,3.79,2.0800000000000001,,,11
Police,6837,4.25,1.53,4.5,2.0600000000000001,4.4299999999999997,2.3700000000000001,,,19
Police,6836,3.46,1.6100000000000001,5.4699999999999998,1.9099999999999999,4.3899999999999997,2.2400000000000002,,,11
Police,6834,2.9100000000000001,1.73,6.2800000000000002,1.8999999999999999,3.8999999999999999,2.2799999999999998,,,12
Police,6832,4.0199999999999996,1.6399999999999999,5.5099999999999998,1.73,4.1600000000000001,2.02,,,17
Police,6831,2.5899999999999999,1.5,5.5499999999999998,2.1600000000000001,3.9900000000000002,1.9299999999999999,,,8
Guns,6830,2.8199999999999998,1.8100000000000001,6.21,2.23,3.6699999999999999,2.5,2.9199999999999999,1.8600000000000001,7
Military,6825,2.8100000000000001,1.1899999999999999,5.3600000000000003,2.1899999999999999,,,3.7999999999999998,1.98,15
Gang,6821,2.3799999999999999,1.72,6.29,2.02,3.29,2.3599999999999999,,,10
Gun,6800,4.0099999999999998,2.0600000000000001,4.8700000000000001,2.5699999999999998,4.8099999999999996,2.5699999999999998,,,1
Gun,6610,3.6000000000000001,1.79,5.0599999999999996,2.3900000000000001,4.9699999999999998,2.3900000000000001,,,1
CarTheft,6571,2.8500000000000001,2.0499999999999998,5.5899999999999999,2.5,3.5600000000000001,2.3799999999999999,,,9
BlowDry,6570.1999999999998,4.8600000000000003,0.94999999999999996,3.8500000000000001,1.9299999999999999,5.6600000000000001,1.77,,,11
Suicide,6570.1000000000004,2.54,1.76,6.1200000000000001,2.1699999999999999,3.46,2.3599999999999999,,,12
Suicide,6570,2.1899999999999999,1.72,6.2400000000000002,2.1600000000000001,4.0300000000000002,2.52,,,6
Attack,6563,1.77,1.23,6.8499999999999996,2.1800000000000002,2.9300000000000002,2.1200000000000001,,,20
Attack,6562,3.1899999999999999,1.3400000000000001,5.0800000000000001,2.3900000000000001,,,3.9900000000000002,2.0299999999999998,16
Attack,6561,3.1600000000000001,1.46,4.9900000000000002,2.1899999999999999,4.5800000000000001,2.23,,,10
Attack,6560,2.1600000000000001,1.4099999999999999,6.5300000000000002,2.4199999999999999,3.1099999999999999,2.4100000000000001,,,5
Knife,6555,3.3300000000000001,1.5900000000000001,5.6900000000000004,2.21,,,4.1699999999999999,2.1699999999999999,13
Attack,6550,2.73,2.3799999999999999,7.0899999999999999,1.98,3.0099999999999998,2.4100000000000001,,,6
Attack,6540,2.1899999999999999,1.5600000000000001,6.8300000000000001,2.1400000000000001,3.02,2.1699999999999999,,,6
Attack,6530,2.7599999999999998,1.8600000000000001,6.1799999999999997,2.02,4.0099999999999998,2.29,,,6
Attack,6520,1.9399999999999999,1.27,6.5899999999999999,2.0800000000000001,2.8799999999999999,2.1600000000000001,,,19
Attack,6510,2.46,1.5800000000000001,6.96,2.0899999999999999,2.8100000000000001,2.1200000000000001,,,6
DeadTiger,6415,2.21,1.51,6.2000000000000002,2.3100000000000001,,,3.79,2.4700000000000002,13
AimedGun,6410,3.4900000000000002,2.0699999999999998,5.8899999999999997,2.2799999999999998,4.29,2.2799999999999998,,,1
Attack,6370,2.7000000000000002,1.52,6.4400000000000004,2.1899999999999999,3,1.8700000000000001,,,5
Attack,6360,2.23,1.73,6.3300000000000001,2.5099999999999998,3.9700000000000002,2.3300000000000001,,,5
Attack,6350,1.8999999999999999,1.29,7.29,1.8700000000000001,2.73,2.1600000000000001,,,5
BeatenFem,6315,2.3100000000000001,1.6899999999999999,6.3799999999999999,2.3900000000000001,,,3.79,2.6899999999999999,13
Attack,6314,4.0899999999999999,1.51,4.5999999999999996,2.3100000000000001,4.5800000000000001,2.3999999999999999,,,10
Attack,6313,1.98,1.3799999999999999,6.9400000000000004,2.23,3.2599999999999998,2.7400000000000002,2.98,2.1699999999999999,7
Abduction,6312,2.48,1.52,6.3700000000000001,2.2999999999999998,3.8300000000000001,2.25,,,8
DistressedFem,6311,2.5800000000000001,1.5600000000000001,4.9500000000000002,2.27,,,4.7400000000000002,2.3599999999999999,13
Knife,6300,2.5899999999999999,1.6599999999999999,6.6100000000000003,1.97,2.7799999999999998,1.99,,,5
AimedGun,6263,2.48,1.53,6.6200000000000001,2.23,2.8500000000000001,2.2400000000000002,,,18
AimedGun,6260,2.4399999999999999,1.54,6.9299999999999997,1.9299999999999999,2.8700000000000001,2.1600000000000001,,,6
IceCream,6250.1999999999998,6.3200000000000003,1.7,5.1299999999999999,2.0600000000000001,5.6299999999999999,2.1000000000000001,,,11
AimedGun,6250.1000000000004,2.6299999999999999,1.74,6.9199999999999999,1.9199999999999999,2.6000000000000001,2.02,,,12
AimedGun,6250,2.8300000000000001,1.79,6.54,2.6099999999999999,2.3999999999999999,1.8799999999999999,,,5
AimedGun,6244,3.0899999999999999,1.78,5.6799999999999997,2.5099999999999998,3.4300000000000002,2.2999999999999998,,,9
AimedGun,6243,2.3300000000000001,1.49,5.9900000000000002,2.23,3.23,2.2599999999999998,,,10
Gang,6242,2.6899999999999999,1.5900000000000001,5.4299999999999997,2.3599999999999999,3.4900000000000002,2.1899999999999999,,,9
Gun,6241,3.4199999999999999,1.52,4.54,2.3500000000000001,4.4400000000000004,2.5299999999999998,,,9
Gun,6240,3.79,1.8,5.2699999999999996,2.2000000000000002,4.9000000000000004,2.5099999999999998,,,20
AimedGun,6231,2.4900000000000002,1.54,6.8200000000000003,2.1099999999999999,2.4199999999999999,1.72,,,17
AimedGun,6230,2.3700000000000001,1.5700000000000001,7.3499999999999996,2.0099999999999998,2.1499999999999999,2.0899999999999999,,,2
BoysW/Guns,6220,3.1000000000000001,1.9099999999999999,5.8899999999999997,2.4300000000000002,3.9199999999999999,2.2000000000000002,,,18
Terrorist,6213,2.9100000000000001,1.52,5.8600000000000003,2.0600000000000001,3.6200000000000001,2.3599999999999999,,,11
Soldier,6212,2.1899999999999999,1.49,6.0099999999999998,2.4399999999999999,3.4500000000000002,2.1000000000000001,,,8
Attack,6211,3.6200000000000001,2.0699999999999998,5.9000000000000004,2.2200000000000002,4.0300000000000002,2.2200000000000002,,,8
AimedGun,6210,2.9500000000000002,1.8300000000000001,6.3399999999999999,2.1400000000000001,3.46,2.1400000000000001,,,1
AimedGun,6200,3.2000000000000002,1.6200000000000001,5.8200000000000003,1.99,3.4900000000000002,2.1899999999999999,,,2
AimedGun,6200,2.71,1.5800000000000001,6.21,2.2799999999999998,3.3500000000000001,2.2799999999999998,,,1
Aimedgun,6190,3.5699999999999998,1.8400000000000001,5.6399999999999997,2.0299999999999998,3.77,2.4199999999999999,,,4
Outlet,6150,5.0800000000000001,1.1699999999999999,3.2200000000000002,2.02,5.54,1.6899999999999999,,,3
Assault,6022,2.1400000000000001,1.55,6.0899999999999999,2.4700000000000002,,,3.23,2.1400000000000001,16
Assault,6021,2.21,1.51,6.0599999999999996,2.3799999999999999,,,3.3900000000000001,2.3100000000000001,15
ElectricChair,6020,3.4100000000000001,1.98,5.5800000000000001,2.0099999999999998,4.0700000000000003,2.4300000000000002,,,4
Jail,6010,3.73,1.98,3.9500000000000002,1.8700000000000001,5.0800000000000001,2.5299999999999998,,,4
Prison,6000,4.04,1.74,4.9100000000000001,2.1699999999999999,3.77,2.2200000000000002,,,3
Skyline,5994,6.7999999999999998,1.75,4.6100000000000003,2.3100000000000001,6.5599999999999996,2.2000000000000002,,,9
Sky,5991,6.5499999999999998,2.0899999999999999,4.0099999999999998,2.4399999999999999,4.7800000000000002,2.1699999999999999,,,6
Sky,5990,6.54,1.78,4.4400000000000004,2.4300000000000002,4.7000000000000002,2.27,,,5
Sky,5982,7.6100000000000003,1.48,4.5099999999999998,2.8500000000000001,5,2.7400000000000002,,,6
Tornado,5973,3.5099999999999998,1.8300000000000001,5.7800000000000002,2.27,,,2.9399999999999999,2.0099999999999998,16
Tornado,5972,3.8500000000000001,2.3300000000000001,6.3399999999999999,2.2000000000000002,3.4900000000000002,2.4199999999999999,,,12
Tornado,5971,3.4900000000000002,1.8700000000000001,6.6500000000000004,2.02,3.2999999999999998,2.4199999999999999,,,11
Tornado,5970,4.1399999999999997,1.77,4.8799999999999999,2.5899999999999999,3.73,2.3399999999999999,,,4
Tornado,5961,3.52,1.8600000000000001,5.7999999999999998,2.3700000000000001,,,3.21,2.2400000000000002,15
Lightning,5950,5.9900000000000002,2.0699999999999998,6.79,1.98,3.5600000000000001,2.4399999999999999,,,3
Lava,5940,4.2300000000000004,1.6799999999999999,6.29,1.8500000000000001,3.7000000000000002,2.1699999999999999,,,3
Volcano,5920,5.1600000000000001,1.9199999999999999,6.2300000000000004,2.0800000000000001,3.9500000000000002,2.3100000000000001,,,3
Fireworks,5910,7.7999999999999998,1.23,5.5899999999999999,2.5499999999999998,5.5599999999999996,2.3700000000000001,,,5
Desert,5900,5.9299999999999997,1.6399999999999999,4.3799999999999999,2.1000000000000001,5.1600000000000001,2.0600000000000001,,,3
Clouds,5891,7.2199999999999998,1.46,3.29,2.5699999999999998,5.2000000000000002,2.5699999999999998,,,5
Earth,5890,6.6699999999999999,1.75,4.5999999999999996,2.2999999999999998,4.1500000000000004,2.7799999999999998,,,3
Bicyclist,5875,6.0300000000000002,1.4299999999999999,3.29,2.1200000000000001,6.1900000000000004,1.9099999999999999,,,12
Clouds,5870,6.7800000000000002,1.76,3.1000000000000001,2.2200000000000002,5.2000000000000002,2.1299999999999999,,,3
Flowers,5849,6.6500000000000004,1.9299999999999999,4.8899999999999997,2.4300000000000002,5.9000000000000004,2,,,12
Beach,5836,7.25,1.3899999999999999,4.2800000000000002,2.4100000000000001,,,5.9199999999999999,2.02,15
Beach,5833,8.2200000000000006,1.0800000000000001,5.71,2.6600000000000001,,,6.9699999999999998,1.9299999999999999,16
Seagulls,5831,7.6299999999999999,1.1499999999999999,4.4299999999999997,2.4900000000000002,6.46,2.1200000000000001,,,9
Sunset,5830,8,1.48,4.9199999999999999,2.6499999999999999,6.0700000000000003,1.9099999999999999,,,2
Sunset,5829,7.6500000000000004,1.4199999999999999,4.6799999999999997,2.4500000000000002,6.0599999999999996,1.98,,,19
Sea,5825,8.0299999999999994,1.1799999999999999,5.46,2.7200000000000002,6.6100000000000003,2.1099999999999999,,,17
Mountains,5820,7.3300000000000001,1.73,4.6100000000000003,2.5899999999999999,5.6900000000000004,2.1699999999999999,,,2
Mountain,5814,7.1500000000000004,1.54,4.8200000000000003,2.3999999999999999,,,5.8600000000000003,2.0499999999999998,15
Flowers,5811,7.2300000000000004,1.6000000000000001,3.2999999999999998,2.3300000000000001,,,6.5800000000000001,2.23,13
Leaves,5800,6.3600000000000003,1.7,2.5099999999999998,2.0099999999999998,5.7199999999999998,2.0299999999999998,,,6
Lake,5781,7.1299999999999999,1.49,3.8199999999999998,2.3700000000000001,,,6.2800000000000002,1.8999999999999999,15
Nature,5780,7.5199999999999996,1.45,3.75,2.54,6.0499999999999998,2.2999999999999998,,,5
Courtyard,5779,7.3300000000000001,1.4199999999999999,3.5699999999999998,2.2999999999999998,6.96,1.77,,,11
Field,5764,6.7400000000000002,1.6399999999999999,3.5499999999999998,2.3199999999999998,,,6.0899999999999999,1.8100000000000001,16
Nature,5760,8.0500000000000007,1.23,3.2200000000000002,2.3900000000000001,7.4900000000000002,2.3900000000000001,,,1
Nature,5750,6.5999999999999996,1.8400000000000001,3.1400000000000001,2.25,6.8200000000000003,2.25,,,1
Plant,5740,5.21,1.3799999999999999,2.5899999999999999,1.99,6.2699999999999996,2.21,,,10
Flowers,5731,5.3899999999999997,1.5800000000000001,2.7400000000000002,1.95,6.1299999999999999,1.77,,,8
Grain,5726,6.2300000000000004,1.6000000000000001,2.8399999999999999,2.04,6.1500000000000004,1.8300000000000001,,,19
Field,5725,7.0899999999999999,1.4099999999999999,3.5499999999999998,2.3199999999999998,6.2300000000000004,2.3100000000000001,,,18
Farmland,5720,6.3099999999999996,1.6000000000000001,2.79,2.2000000000000002,5.5800000000000001,2.1499999999999999,,,5
Field,5711,6.6200000000000001,1.6499999999999999,3.0299999999999998,1.96,,,6.3499999999999996,1.97,13
Mountains,5700,7.6100000000000003,1.46,5.6799999999999997,2.3300000000000001,4.5899999999999999,2.6800000000000002,,,5
Building,5665,6.1500000000000004,1.4399999999999999,4.0199999999999996,1.97,5.7800000000000002,1.8,,,17
Cave,5661,5.96,1.4099999999999999,4.1500000000000004,2.2999999999999998,,,5.4500000000000002,2.02,14
Mountains,5660,7.2699999999999996,1.5900000000000001,5.0700000000000003,2.6200000000000001,5.0300000000000002,2.46,,,6
WinterStreet,5635,6.25,1.5600000000000001,3.9700000000000002,2.0299999999999998,,,5.6900000000000004,1.98,15
Mountains,5631,7.29,1.3400000000000001,3.8599999999999999,2.6400000000000001,,,6.2300000000000004,2.1499999999999999,16
Hiker,5629,7.0300000000000002,1.55,6.5499999999999998,2.1099999999999999,5.6799999999999997,2.5499999999999998,5.7599999999999998,2.1800000000000002,7
Mountains,5628,6.5099999999999998,1.95,5.46,2.0899999999999999,6.2800000000000002,2.3300000000000001,,,8
HangGlider,5626,6.71,2.0600000000000001,6.0999999999999996,2.1899999999999999,6,2.2400000000000002,,,8
Windsurfers,5623,7.1900000000000004,1.4399999999999999,5.6699999999999999,2.3199999999999998,6.4500000000000002,1.72,,,8
Shark,5622,6.3300000000000001,1.78,5.3399999999999999,1.96,5.9400000000000004,2.0699999999999998,,,8
SkyDivers,5621,7.5700000000000003,1.4199999999999999,6.9900000000000002,1.95,5.8099999999999996,2.3799999999999999,5.5,2.3399999999999999,7
Mountains,5611,7.0499999999999998,1.5800000000000001,3.9900000000000002,2.5600000000000001,,,6.04,2.2799999999999998,13
Mountains,5600,7.5700000000000003,1.48,5.1900000000000004,2.7000000000000002,4.9299999999999997,2.27,,,2
Sky,5594,7.3899999999999997,1.45,4.1500000000000004,2.7599999999999998,6.54,2.46,,,9
Sky,5593,6.4699999999999998,1.5700000000000001,3.98,2.3100000000000001,5.8899999999999997,2.3799999999999999,,,10
Clouds,5551,7.3099999999999996,1.6299999999999999,3.2599999999999998,2.4700000000000002,,,6.4800000000000004,2.21,13
Stilllife,5535,4.8099999999999996,1.52,4.1100000000000003,2.3100000000000001,5.6100000000000003,2.25,,,12
Mushrooms,5534,4.8399999999999999,1.4399999999999999,3.1400000000000001,2.0299999999999998,5.8300000000000001,1.9299999999999999,,,8
Mushrooms,5533,5.3099999999999996,1.1699999999999999,3.1200000000000001,1.9199999999999999,6.0899999999999999,1.79,,,8
Mushrooms,5532,5.1900000000000004,1.6899999999999999,3.79,2.2000000000000002,6.0099999999999998,2.1400000000000001,5.8099999999999996,2.1899999999999999,7
Mushroom,5531,5.1500000000000004,1.45,3.6899999999999999,2.1099999999999999,6,1.95,5.96,1.99,7
Mushroom,5530,5.3799999999999999,1.6000000000000001,2.8700000000000001,2.29,6.4199999999999999,2.29,,,1
Mushroom,5520,5.3300000000000001,1.49,2.9500000000000002,2.4199999999999999,6.4299999999999997,2.4199999999999999,,,1
Mushroom,5510,5.1500000000000004,1.4299999999999999,2.8199999999999998,2.1800000000000002,6.6799999999999997,2.1800000000000002,,,1
Mushroom,5500,5.4199999999999999,1.5800000000000001,3,2.4199999999999999,6.4500000000000002,2.4199999999999999,,,1
Fireworks,5480,7.5300000000000002,1.6299999999999999,5.4800000000000004,2.3500000000000001,5.7999999999999998,1.97,,,6
Satellite,5471,5.21,1.1799999999999999,3.2599999999999998,2.0499999999999998,,,5.6299999999999999,1.8200000000000001,16
Astronaut,5470,7.3499999999999996,1.6200000000000001,6.0199999999999996,2.2599999999999998,4.96,2.4700000000000002,,,6
Astronaut,5460,7.3300000000000001,1.51,5.8700000000000001,2.5,4.9900000000000002,2.5899999999999999,,,5
Cockpit,5455,5.79,1.3700000000000001,4.5599999999999996,2.1699999999999999,5.6299999999999999,2.1099999999999999,,,11
Liftoff,5450,7.0099999999999998,1.6000000000000001,5.8399999999999999,2.3999999999999999,4.9800000000000004,2.6899999999999999,,,5
Violinist,5410,6.1100000000000003,1.5800000000000001,3.29,2.0899999999999999,6.2800000000000002,1.72,,,10
Boat,5395,5.3399999999999999,1.21,4.2300000000000004,2.0299999999999998,5.2300000000000004,2.0099999999999998,,,12
Boat,5390,5.5899999999999999,1.54,2.8799999999999999,1.97,6.3300000000000001,2.02,,,10
Galaxy,5301,6.54,1.6799999999999999,5.21,2.4199999999999999,4.0599999999999996,2.4199999999999999,,,20
Galaxy,5300,6.9100000000000001,1.8,4.3600000000000003,2.6200000000000001,4.1399999999999997,2.7000000000000002,,,4
Nature,5270,7.2599999999999998,1.5700000000000001,5.4900000000000002,2.54,4.2800000000000002,2.5600000000000001,,,5
Waterfall,5260,7.3399999999999999,1.74,5.71,2.5299999999999998,4.54,2.5600000000000001,,,6
Nature,5250,6.0800000000000001,2.0099999999999998,3.6400000000000001,2.27,5.5,2.46,,,4
Nature,5220,7.0099999999999998,1.5,3.9100000000000001,2.27,5.5300000000000002,2.0099999999999998,,,3
Harbor,5215,6.8300000000000001,1.7,5.4000000000000004,2.1499999999999999,5.9199999999999999,1.9099999999999999,,,20
Seaside,5210,8.0299999999999994,1.0900000000000001,4.5999999999999996,2.48,6.1900000000000004,2.0800000000000001,,,18
Garden,5202,7.25,1.4399999999999999,3.73,2.2200000000000002,6.3099999999999996,1.8899999999999999,,,18
Nature,5201,7.0599999999999996,1.71,3.8300000000000001,2.4900000000000002,6.7300000000000004,2.04,6.3399999999999999,1.9399999999999999,7
Flowers,5200,7.3600000000000003,1.52,3.2000000000000002,2.1600000000000001,6.21,1.8799999999999999,,,3
Garden,5199,6.9299999999999997,1.9099999999999999,4.7000000000000002,2.52,5.9900000000000002,2,,,20
Rocks,5130,4.4500000000000002,1.1299999999999999,2.5099999999999998,1.72,5.8399999999999999,1.98,,,10
PineNeedles,5120,4.3899999999999997,1.3400000000000001,3.0699999999999998,2.1200000000000001,5.6900000000000004,2.0699999999999998,,,9
Venusflytrap,5040,5.3899999999999997,1.1100000000000001,3.75,1.8899999999999999,5.7699999999999996,1.71,,,18
Flower,5030,6.5099999999999998,1.73,2.7400000000000002,2.1299999999999999,7.0300000000000002,2.1299999999999999,,,1
Flower,5020,6.3200000000000003,1.6799999999999999,2.6299999999999999,2.1000000000000001,6.6699999999999999,2.1000000000000001,,,1
Flower,5010,7.1399999999999997,1.5,3,2.25,7.4000000000000004,2.25,,,1
Sunflower,5001,7.1600000000000001,1.5600000000000001,3.79,2.3399999999999999,6.4900000000000002,2.1200000000000001,6.3600000000000003,2.1200000000000001,7
Flower,5000,7.0800000000000001,1.77,2.6699999999999999,1.99,7.0800000000000001,1.99,,,1
EroticCouple,4810,6.5599999999999996,2.0899999999999999,6.6600000000000001,2.1400000000000001,5.4100000000000001,2.2200000000000002,,,5
EroticCouple,4800,6.4400000000000004,2.2200000000000002,7.0700000000000003,1.78,5.5099999999999998,2.1099999999999999,,,6
FemaleKiss,4770,4.9100000000000001,2.6099999999999999,5.8499999999999996,2.2200000000000002,5.3499999999999996,1.98,,,3
NudeFemale,4750,5.5700000000000003,1.9199999999999999,4.9000000000000004,2.1499999999999999,5.4800000000000004,1.8999999999999999,,,3
Couple,4700,6.9100000000000001,1.9399999999999999,4.0499999999999998,1.8999999999999999,5.3499999999999996,2.0499999999999998,,,6
EroticCouple,4698,6.5,1.6699999999999999,6.7199999999999998,1.72,5.7000000000000002,2.1000000000000001,,,20
EroticCouple,4697,6.2199999999999998,1.76,6.6200000000000001,1.6899999999999999,5.21,1.8300000000000001,,,17
EroticCouple,4695,6.8399999999999999,1.53,6.6100000000000003,1.8799999999999999,,,5.9500000000000002,2.0499999999999998,16
EroticCouple,4694,6.6900000000000004,1.7,6.4199999999999999,2.0800000000000001,,,5.8499999999999996,2.0899999999999999,15
EroticCouple,4693,6.1600000000000001,1.9099999999999999,6.5700000000000003,1.8999999999999999,5.46,2.02,,,19
EroticCouple,4692,5.8700000000000001,2.1400000000000001,6.3899999999999997,2.1899999999999999,5.1500000000000004,2.3799999999999999,,,19
EroticCouple,4690,6.8300000000000001,1.9399999999999999,6.0599999999999996,2.21,6.1200000000000001,2.1800000000000002,,,4
EroticCouple,4689,6.9000000000000004,1.55,6.21,1.74,5.5999999999999996,2.0099999999999998,,,12
EroticCouple,4687,6.8700000000000001,1.51,6.5099999999999998,2.1000000000000001,6.04,1.96,,,11
EroticCouple,4683,6.1699999999999999,2.0699999999999998,6.6200000000000001,1.79,5.3899999999999997,2.04,,,12
EroticCouple,4681,6.6900000000000004,1.8200000000000001,6.6799999999999997,1.7,5.5,2.1099999999999999,,,12
EroticCouple,4680,7.25,1.8300000000000001,6.0199999999999996,2.27,6.2699999999999996,2.29,,,4
EroticCouple,4677,6.5800000000000001,1.6499999999999999,6.1900000000000004,2.0800000000000001,,,5.7599999999999998,1.98,14
EroticCouple,4676,6.8099999999999996,1.6699999999999999,6.0700000000000003,2.2200000000000002,,,5.9500000000000002,2.0899999999999999,13
EroticCouple,4672,6,2.04,6.29,2.3700000000000001,5.3799999999999999,2.2799999999999998,,,10
EroticCouple,4670,6.9900000000000002,1.73,6.7400000000000002,2.0299999999999998,5.8499999999999996,2.4700000000000002,,,9
EroticCouple,4669,5.9699999999999998,2.1299999999999999,6.1100000000000003,2.4199999999999999,5.3399999999999999,2.21,,,10
EroticCouple,4668,6.6699999999999999,1.6899999999999999,7.1299999999999999,1.6200000000000001,5.7300000000000004,2.3399999999999999,,,20
EroticCouple,4666,6.2400000000000002,1.78,6.0999999999999996,2.2000000000000002,5.5499999999999998,2.1000000000000001,,,11
Attack,4664.1999999999998,2.79,1.77,6.1299999999999999,2.29,3.3300000000000001,2.3999999999999999,,,11
EroticCouple,4664.1000000000004,5.6299999999999999,2.6099999999999999,6.6299999999999999,1.8700000000000001,5.2300000000000004,2.3700000000000001,,,12
EroticCouple,4664,6.6100000000000003,2.23,6.7199999999999998,2.0800000000000001,5.96,2.1899999999999999,5.2400000000000002,2.4100000000000001,7
EroticCouple,4660,7.4000000000000004,1.3600000000000001,6.5800000000000001,1.8799999999999999,5.96,1.6399999999999999,,,3
EroticCouple,4659,6.8700000000000001,1.99,6.9299999999999997,2.0699999999999998,5.6699999999999999,2.52,5.96,2.0800000000000001,7
EroticCouple,4658,6.6200000000000001,1.8899999999999999,6.4699999999999998,2.1400000000000001,5.8600000000000003,2.3500000000000001,,,9
EroticCouple,4656,6.7300000000000004,1.9399999999999999,6.4100000000000001,2.1899999999999999,6.0999999999999996,2.0499999999999998,,,11
EroticCouple,4653,6.5599999999999996,1.6499999999999999,5.8300000000000001,2.0699999999999998,6.0700000000000003,1.9299999999999999,,,8
EroticCouple,4652,6.79,2.02,6.6200000000000001,2.04,6.0999999999999996,2.2200000000000002,,,8
EroticCouple,4651,6.3200000000000003,2.1800000000000002,6.3399999999999999,2.0499999999999998,5.7999999999999998,2.1499999999999999,,,8
EroticCouple,4650,6.96,1.54,5.6699999999999999,2.1400000000000001,5.5599999999999996,1.99,,,2
EroticCouple,4649,5.7699999999999996,2.0099999999999998,5.9900000000000002,2.25,,,5.1299999999999999,1.98,16
EroticCouple,4647,5.8899999999999997,1.95,6.21,2.2599999999999998,,,5.5199999999999996,2.1699999999999999,15
EroticCouple,4645,6.7300000000000004,1.5900000000000001,5.6900000000000004,2.1600000000000001,,,6.0899999999999999,1.98,16
EroticCouple,4643,6.8399999999999999,1.54,6.0099999999999998,2,,,5.6399999999999997,2.1000000000000001,16
Romance,4641,7.2000000000000002,1.5900000000000001,5.4299999999999997,2.1000000000000001,6.0099999999999998,1.8799999999999999,6.2400000000000002,1.96,7
Romance,4640,7.1799999999999997,1.97,5.5199999999999996,2.2799999999999998,6.0300000000000002,1.8600000000000001,,,5
Prostitute,4635,3.8599999999999999,1.8500000000000001,4.2300000000000004,2.3500000000000001,4.7000000000000002,2.21,,,10
BikerCouple,4631,5.3600000000000003,1.8600000000000001,5.1900000000000004,2.04,4.8700000000000001,1.6100000000000001,,,6
Wedding,4628,7.2300000000000004,1.72,5.1900000000000004,2.1099999999999999,5.5700000000000003,1.9199999999999999,,,19
Wedding,4626,7.5999999999999996,1.6599999999999999,5.7800000000000002,2.4199999999999999,,,6.1399999999999997,2.0800000000000001,14
Couple,4625,6.4000000000000004,1.71,5.0499999999999998,2.02,,,5.8799999999999999,1.8200000000000001,14
Couple,4624,6.8399999999999999,1.6000000000000001,5.0199999999999996,2.0499999999999998,,,5.8700000000000001,1.95,14
Romance,4623,7.1299999999999999,1.8,5.4400000000000004,2.23,,,6.04,2.02,13
Romance,4622,7.46,1.6100000000000001,4.1100000000000003,2.2999999999999998,,,6.46,2.0499999999999998,13
Harassment,4621,3.1899999999999999,1.5900000000000001,4.9199999999999999,2.2400000000000002,4.3700000000000001,2.4100000000000001,,,9
Romance,4619,6.46,1.6100000000000001,5.0899999999999999,1.97,5.6200000000000001,1.8400000000000001,,,18
EroticFemale,4617,6.5999999999999996,1.5700000000000001,5.1900000000000004,2.1000000000000001,6.1299999999999999,1.6299999999999999,,,11
Romance,4616,6.8600000000000003,1.52,4.4299999999999997,2.0699999999999998,5.6600000000000001,1.75,,,19
Romance,4614,7.1500000000000004,1.4399999999999999,4.6699999999999999,2.4700000000000002,6.6200000000000001,1.8400000000000001,,,9
Condom,4613,5.3399999999999999,1.77,4.6600000000000001,2.2000000000000002,6.1600000000000001,2.0800000000000001,,,10
Couple,4612,6.8200000000000003,1.6699999999999999,5.0599999999999996,1.98,5.2999999999999998,1.8400000000000001,,,17
EroticCouple,4611,6.6200000000000001,1.8200000000000001,6.04,2.1099999999999999,5.9900000000000002,1.97,,,8
Romance,4610,7.29,1.74,5.0999999999999996,2.29,5.54,1.95,,,2
Couple,4609,6.71,1.6699999999999999,5.54,2.0499999999999998,6,1.79,6.0499999999999998,1.9199999999999999,7
EroticCouple,4608,7.0700000000000003,1.6599999999999999,6.4699999999999998,1.96,6.25,1.8700000000000001,5.79,2.1600000000000001,7
EroticCouple,4607,7.0300000000000002,1.8400000000000001,6.3399999999999999,2.1600000000000001,6.1399999999999997,2.2000000000000002,6,2.0800000000000001,7
Romance,4606,6.5499999999999998,1.6200000000000001,5.1100000000000003,2.1499999999999999,6.0899999999999999,1.74,,,8
Couple,4605,5.5899999999999999,1.52,3.8399999999999999,2.1200000000000001,5.8300000000000001,2.0899999999999999,,,10
EroticCouple,4604,5.9800000000000004,1.76,6.0899999999999999,1.8700000000000001,5.21,1.9199999999999999,,,18
Romance,4603,7.0999999999999996,1.5800000000000001,4.8899999999999997,2.2599999999999998,6.2000000000000002,2.04,6.29,1.79,7
Romance,4601,6.8200000000000003,1.22,5.0800000000000001,2.0099999999999998,6.3700000000000001,1.72,,,8
Romance,4600,6.4100000000000001,1.75,4.8300000000000001,2.1000000000000001,5.3300000000000001,1.77,,,17
Romance,4599,7.1200000000000001,1.48,5.6900000000000004,1.9399999999999999,6.4900000000000002,1.79,,,8
Couple,4598,6.3300000000000001,2.7599999999999998,5.5300000000000002,2.3900000000000001,5.2300000000000004,2.2000000000000002,,,10
Romance,4597,6.9500000000000002,1.6499999999999999,5.9100000000000001,1.8600000000000001,5.6399999999999997,1.8100000000000001,,,20
AttractiveMale,4575,6.4900000000000002,1.96,4.8200000000000003,2.4300000000000002,5.6600000000000001,1.8100000000000001,,,18
AttractiveMan,4574,6.6200000000000001,1.6200000000000001,4.25,2.29,,,5.7000000000000002,1.6799999999999999,16
AttractiveMale,4573,5.4900000000000002,1.6000000000000001,3.96,1.9399999999999999,5.54,1.6899999999999999,,,17
